"id_odsp","id_event","sort_order","time","text","event_type","event_type2","side","event_team","opponent","player","player2","player_in","player_out","shot_place","shot_outcome","is_goal","location","bodypart","assist_method","situation","fast_break"
"6ZISyXyA/","6ZISyXyA83",83,72,"Attempt saved. Cristian Molinaro (Torino) right footed shot from outside the box is saved in the bottom right corner. Assisted by Nikola Maksimovic with a cross.","Attempt","Key Pass","Away","Torino","Internazionale","cristian molinaro","nikola maksimovic",NA,NA,"Bottom right corner","On target",0,"Outside the box","right foot","Cross","Open play",0
"bNYfewHS/","bNYfewHS23",23,42,"Vincent Nogueira (Sochaux) wins a free kick in the defensive half.","Free kick won",NA,"Home","Sochaux","St Etienne","vincent nogueira",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"IHpbhjjS/","IHpbhjjS84",84,84,"Yann Jouffre (Lorient) wins a free kick in the attacking half.","Free kick won",NA,"Home","Lorient","Nantes","yann jouffre",NA,NA,NA,NA,NA,0,"Attacking half",NA,"None",NA,0
"bqHuqjOo/","bqHuqjOo33",33,37,"Corner,  Athletic de Bilbao. Conceded by Diego GodA­n.","Corner",NA,"Home","Athletic Bilbao","Atletico Madrid","diego goda­n","diego goda­n",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"dS565xcQ/","dS565xcQ33",33,34,"Attempt missed. Jonathan Pitroipa (Rennes) left footed shot from outside the box misses to the left. Assisted by Romain Danze.","Attempt","Key Pass","Home","Stade Rennes","Paris Saint-Germain","jonathan pitroipa","romain danze",NA,NA,"Misses to the left","Off target",0,"Outside the box","left foot","Pass","Open play",0
"bNa9OcRP/","bNa9OcRP94",94,75,"Corner,  Real Sociedad. Conceded by Fernando Amorebieta.","Corner",NA,"Away","Real Sociedad","Athletic Bilbao","fernando amorebieta","fernando amorebieta",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"d2vBFzoA/","d2vBFzoA23",23,24,"Maurizio Domizzi (Udinese) wins a free kick in the defensive half.","Free kick won",NA,"Home","Udinese","Sampdoria","maurizio domizzi",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"f9SRVbXS/","f9SRVbXS70",70,74,"Attempt missed. Shane Long (Southampton) header from the left side of the six yard box is just a bit too high. Assisted by Sadio Mane with a cross.","Attempt","Key Pass","Home","Southampton","Crystal Palace","shane long","sadio mane",NA,NA,"Bit too high","Off target",0,"Left side of the six yard box","head","Cross","Open play",0
"AiVXmw1d/","AiVXmw1d41",41,34,"Luca Cigarini (Atalanta) wins a free kick in the attacking half.","Free kick won",NA,"Home","Atalanta","Sampdoria","luca cigarini",NA,NA,NA,NA,NA,0,"Attacking half",NA,"None",NA,0
"vBsb4ffp/","vBsb4ffp6",6,16,"Corner,  Bordeaux. Conceded by Andrea Raggi.","Corner",NA,"Away","Bordeaux","AS Monaco","andrea raggi","andrea raggi",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"KS7BthKE/","KS7BthKE46",46,47,"Kevin Vogt (1. FC Koln) wins a free kick in the defensive half.","Free kick won",NA,"Home","FC Cologne","Schalke 04","kevin vogt",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"2iMUPaQ8/","2iMUPaQ858",58,44,"Attempt saved. Christian Schulz (Hannover) left footed shot from outside the box is saved in the bottom right corner. Assisted by Manuel Schmiedebach.","Attempt","Key Pass","Home","Hannover 96","Mainz","christian schulz","manuel schmiedebach",NA,NA,"Bottom right corner","On target",0,"Outside the box","left foot","Pass","Open play",0
"nakzrbUL/","nakzrbUL33",33,37,"Arda Turan (AtlA©tico de Madrid) is shown the yellow card.","Yellow card",NA,"Away","Atletico Madrid","Sevilla","arda turan",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"hnuUtuXL/","hnuUtuXL74",74,90,"Goal!  West Bromwich Albion 2, Manchester United 2. Daley Blind (Manchester United) left footed shot from outside the box to the bottom left corner.","Attempt",NA,"Away","Manchester Utd","West Brom","daley blind",NA,NA,NA,"Bottom left corner","On target",1,"Outside the box","left foot","None","Open play",0
"Eu6KSu7i/","Eu6KSu7i1",1,1,"Hand ball by Franck Signorino (Reims).","Hand ball",NA,"Home","Stade de Reims","Marseille","franck signorino",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"xQs9vvtK/","xQs9vvtK29",29,25,"Attempt saved. Lucas PA©rez (Deportivo de La CoruA±a) left footed shot from the right side of the box is saved in the top right corner. Assisted by Ivan Cavaleiro.","Attempt","Key Pass","Away","Deportivo La Coruna","Malaga","lucas perez","ivan cavaleiro",NA,NA,"Top right corner","On target",0,"Right side of the box","left foot","Pass","Open play",0
"OfLH9Dll/","OfLH9Dll25",25,33,"Offside, Celta de Vigo. Daniel Wass tries a through ball, but Hugo Mallo is caught offside.","Offside","Failed through ball","Home","Celta Vigo","Barcelona","hugo mallo","daniel wass",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"QRXxBkQo/","QRXxBkQo31",31,32,"Attempt saved. Xavi (Barcelona) right footed shot from outside the box is saved in the centre of the goal.","Attempt",NA,"Home","Barcelona","Osasuna","xavi",NA,NA,NA,"Centre of the goal","On target",0,"Outside the box","right foot","None","Open play",0
"pUbM5Lg4/","pUbM5Lg466",66,57,"Andrea Dossena (Napoli) wins a free kick on the left wing.","Free kick won",NA,"Home","Napoli","Lecce","andrea dossena",NA,NA,NA,NA,NA,0,"Left wing",NA,"None",NA,0
"462oMdln/","462oMdln52",52,60,"Foul by Roman Neustadter (FC Schalke 04).","Foul",NA,"Away","Schalke 04","Bayern Munich","roman neustadter",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"AcBjeS4n/","AcBjeS4n33",33,29,"Foul by Pablo Armero (Udinese).","Foul",NA,"Home","Udinese","Parma","pablo armero",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"nNeTDFBE/","nNeTDFBE40",40,31,"Foul by Eliseu (MA¡laga).","Foul",NA,"Home","Malaga","Levante","eliseu",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"UTR3SQC5/","UTR3SQC522",22,24,"David Meyler (Hull City) wins a free kick in the defensive half.","Free kick won",NA,"Home","Hull","Everton","david meyler",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"6ckNmYRF/","6ckNmYRF34",34,51,"Attempt missed. Edin Dzeko (Manchester City) left footed shot from the left side of the box is high and wide to the left. Assisted by Stevan Jovetic.","Attempt","Key Pass","Away","Manchester City","Newcastle","edin dzeko","stevan jovetic",NA,NA,"High and wide","Off target",0,"Left side of the box","left foot","Pass","Open play",0
"hUFSbkQT/","hUFSbkQT10",10,11,"Foul by Davide Vitturini (Pescara).","Foul",NA,"Home","US Pescara","Sampdoria","davide vitturini",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"0EiBJlIC/","0EiBJlIC30",30,27,"Corner,  Deportivo de La CoruA±a. Conceded by Youssef El-Arabi.","Corner",NA,"Away","Deportivo La Coruna","Granada","youssef elarabi","youssef elarabi",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"Q3TCeHbL/","Q3TCeHbL45",45,40,"Sofiane Feghouli (Valencia CF) wins a free kick in the defensive half.","Free kick won",NA,"Away","Valencia","Atletico Madrid","sofiane feghouli",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"KWpseJvj/","KWpseJvj22",22,20,"Foul by Pablo CA¡ceres (Mallorca).","Foul",NA,"Home","Mallorca","Getafe","pablo caceres",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"69Pgys87/","69Pgys87101",101,90,"Attempt missed. AndrA© Ayew (Marseille) header from the centre of the box is too high. Assisted by Mathieu Valbuena with a cross following a set piece situation.","Attempt","Key Pass","Away","Marseille","Paris Saint-Germain","andre ayew","mathieu valbuena",NA,NA,"Too high","Off target",0,"Centre of the box","head","Cross","Set piece",0
"vsEy5Tgf/","vsEy5Tgf67",67,55,"Corner,  AlmerA­a. Conceded by Bruno.","Corner",NA,"Away","Almeria","Villarreal","bruno","bruno",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"G8dRrIpk/","G8dRrIpk51",51,57,"Abdou TraorA© (Bordeaux) wins a free kick in the attacking half.","Free kick won",NA,"Away","Bordeaux","Troyes","abdou traore",NA,NA,NA,NA,NA,0,"Attacking half",NA,"None",NA,0
"xAkY8l6R/","xAkY8l6R92",92,80,"Foul by Edenilson (Genoa).","Foul",NA,"Home","Genoa","Crotone","edenilson",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"tMDRTvC6/","tMDRTvC661",61,49,"Foul by Helder Postiga (Real Zaragoza).","Foul",NA,"Away","Real Zaragoza","Getafe","helder postiga",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"8UjQeV7k/","8UjQeV7k72",72,65,"Substitution, Cagliari. Victor Ibarbo replaces Andrea Cossu.","Substitution",NA,"Home","Cagliari","Udinese",NA,NA,"victor ibarbo","andrea cossu",NA,NA,0,NA,NA,"None",NA,0
"ARNgm61A/","ARNgm61A34",34,45,"Foul by Erik Lamela (Tottenham Hotspur).","Foul",NA,"Home","Tottenham","Bournemouth","erik lamela",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"MepA2fg1/","MepA2fg138",38,42,"Foul by Giorgio Chiellini (Juventus).","Foul",NA,"Home","Juventus","Internazionale","giorgio chiellini",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"ldXtgMXu/","ldXtgMXu88",88,77,"Offside, Milan. Mario Balotelli tries a through ball, but Giampaolo Pazzini is caught offside.","Offside","Failed through ball","Home","AC Milan","Internazionale","giampaolo pazzini","mario balotelli",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"Gf7PLJJM/","Gf7PLJJM5",5,5,"Joo-Ho Park (Borussia Dortmund) wins a free kick in the defensive half.","Free kick won",NA,"Away","Borussia Dortmund","Werder Bremen","jooho park",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"v9FK7JCI/","v9FK7JCI87",87,73,"Adrian Mutu (Cesena) is shown the red card for fighting.","Red card","Sending off","Home","Cesena","Fiorentina","adrian mutu",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"08DG4Hyq/","08DG4Hyq73",73,63,"Corner,  Atalanta. Conceded by Thiago Ribeiro.","Corner",NA,"Away","Atalanta","Cagliari","thiago ribeiro","thiago ribeiro",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"ImuxWWym/","ImuxWWym33",33,49,"Attempt blocked. Ross Barkley (Everton) left footed shot from outside the box is blocked. Assisted by James McCarthy.","Attempt","Key Pass","Home","Everton","Leicester City","ross barkley","james mccarthy",NA,NA,"Blocked","Blocked",0,"Outside the box","left foot","Pass","Open play",0
"jNFAmGs8/","jNFAmGs840",40,29,"Attempt missed. Clarence Seedorf (Milan) right footed shot from outside the box misses to the right. Assisted by Robinho.","Attempt","Key Pass","Home","AC Milan","Catania","clarence seedorf","robinho",NA,NA,"Misses to the right","Off target",0,"Outside the box","right foot","Pass","Open play",0
"4bqJDzLD/","4bqJDzLD21",21,24,"Foul by Andrea Barzagli (Juventus).","Foul",NA,"Away","Juventus","Palermo","andrea barzagli",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"fy1wa4ni/","fy1wa4ni99",99,92,"Fabio (Middlesbrough) wins a free kick in the defensive half.","Free kick won",NA,"Away","Middlesbrough","Southampton","fabio",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"Aik3d7l8/","Aik3d7l820",20,29,"Attempt missed. Federico Dionisi (Frosinone) left footed shot from outside the box is high and wide to the left. Assisted by Daniel Ciofani.","Attempt","Key Pass","Home","Frosinone","Udinese","federico dionisi","daniel ciofani",NA,NA,"High and wide","Off target",0,"Outside the box","left foot","Pass","Open play",0
"AaqSXNB7/","AaqSXNB771",71,70,"Goal!  Napoli 3, Chievo 1. JosA© CallejA³n (Napoli) left footed shot from the centre of the box to the bottom right corner. Assisted by Allan.","Attempt","Key Pass","Home","Napoli","Chievo Verona","jose callejon","allan",NA,NA,"Bottom right corner","On target",1,"Centre of the box","left foot","Pass","Open play",0
"nBB2Csrd/","nBB2Csrd56",56,58,"Goal!  Manchester City 2, West Ham United 1. Michail Antonio (West Ham United) header from very close range to the top right corner. Assisted by Arthur Masuaku with a cross.","Attempt","Key Pass","Away","West Ham","Manchester City","michail antonio","arthur masuaku",NA,NA,"Top right corner","On target",1,"Very close range","head","Cross","Open play",0
"f1yySHYD/","f1yySHYD83",83,72,"Substitution, Palermo. NicolA s Bertolo replaces Edgar Barreto.","Substitution",NA,"Home","Palermo","Lazio",NA,NA,"nicolas bertolo","edgar barreto",NA,NA,0,NA,NA,"None",NA,0
"SEqvxt5j/","SEqvxt5j9",9,15,"Juan Arango (Borussia Monchengladbach) wins a free kick in the defensive half.","Free kick won",NA,"Away","Borussia Monchengladbach","Bayern Munich","juan arango",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"AF17d5Tr/","AF17d5Tr26",26,20,"Foul by Sergio GarcA­a (Espanyol).","Foul",NA,"Away","Espanyol","Osasuna","sergio garcia",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"4CNVQKBK/","4CNVQKBK34",34,40,"Esteban Granero (Real Sociedad) wins a free kick on the right wing.","Free kick won",NA,"Away","Real Sociedad","Elche","esteban granero",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
"I7igGyxd/","I7igGyxd71",71,59,"Offside, Lille. Marvin Martin tries a through ball, but Salomon Kalou is caught offside.","Offside","Failed through ball","Home","Lille","Toulouse","salomon kalou","marvin martin",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"Iy3IAbSh/","Iy3IAbSh78",78,59,"Attempt saved. Edgar (AlmerA­a) right footed shot from outside the box is saved in the bottom left corner.","Attempt",NA,"Away","Almeria","Real Sociedad","edgar",NA,NA,NA,"Bottom left corner","On target",0,"Outside the box","right foot","None","Open play",0
"b1ZeD644/","b1ZeD64416",16,19,"Foul by Nyom (Granada CF).","Foul",NA,"Home","Granada","Elche","nyom",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"KpPsA4Fg/","KpPsA4Fg82",82,55,"Foul by Lukas Rupp (1899 Hoffenheim).","Foul",NA,"Away","TSG Hoffenheim","Eintracht Frankfurt","lukas rupp",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"YwEqnLa7/","YwEqnLa7126",126,93,"Molla Wague (Udinese) is shown the yellow card for a bad foul.","Yellow card",NA,"Away","Udinese","Cagliari","molla wague",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"dfYWHabe/","dfYWHabe61",61,63,"Maicon (Roma) wins a free kick in the defensive half.","Free kick won",NA,"Away","AS Roma","Sassuolo","maicon",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"beKPplnr/","beKPplnr66",66,56,"Foul by Zlatko Junuzovic (SV Werder Bremen).","Foul",NA,"Away","Werder Bremen","Hamburg SV","zlatko junuzovic",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"OrnWxESg/","OrnWxESg82",82,60,"Foul by Borja Valero (Villarreal).","Foul",NA,"Home","Villarreal","Real Betis","borja valero",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"SAS8zu5p/","SAS8zu5p12",12,21,"Goal!  Atalanta 1, Chievo 0. Carlos Carmona (Atalanta) right footed shot from outside the box to the bottom left corner.","Attempt",NA,"Home","Atalanta","Chievo Verona","carlos carmona",NA,NA,NA,"Bottom left corner","On target",1,"Outside the box","right foot","None","Open play",0
"bTJ3WwMQ/","bTJ3WwMQ44",44,36,"Attempt missed. Park Joo-ho (1. FSV Mainz 05) right footed shot from outside the box misses to the left. Assisted by Johannes Geis following a set piece situation.","Attempt","Key Pass","Away","Mainz","Schalke 04","park jooho","johannes geis",NA,NA,"Misses to the left","Off target",0,"Outside the box","right foot","Pass","Set piece",0
"bH1da8I9/","bH1da8I915",15,16,"Christophe Jallet (Lyon) wins a free kick on the right wing.","Free kick won",NA,"Home","Lyon","Troyes","christophe jallet",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
"WUs2y33i/","WUs2y33i25",25,39,"Corner,  Tottenham Hotspur. Conceded by Cuco Martina.","Corner",NA,"Home","Tottenham","Southampton","cuco martina","cuco martina",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"6Pi11ALA/","6Pi11ALA9",9,9,"Seamus Coleman (Everton) wins a free kick on the right wing.","Free kick won",NA,"Home","Everton","Cardiff","seamus coleman",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
"tGL4OSkI/","tGL4OSkI104",104,87,"Foul by Filip Daems (Borussia Monchengladbach).","Foul",NA,"Home","Borussia Monchengladbach","Eintracht Frankfurt","filip daems",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"0Q3GC4t2/","0Q3GC4t282",82,85,"Foul by Eraso (Athletic Club).","Foul",NA,"Away","Athletic Bilbao","Espanyol","eraso",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"v5suwlEt/","v5suwlEt38",38,39,"Nelson (Real Betis) wins a free kick in the defensive half.","Free kick won",NA,"Away","Real Betis","Sevilla","nelson",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"EatQXHTj/","EatQXHTj59",59,47,"Sergio Araujo (Las Palmas) wins a free kick in the defensive half.","Free kick won",NA,"Away","Las Palmas","Real Betis","sergio araujo",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"KMKsHKUb/","KMKsHKUb16",16,13,"Foul by Fran Rico (Granada CF).","Foul",NA,"Home","Granada","Atletico Madrid","fran rico",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"OG8yRXF4/","OG8yRXF444",44,32,"Penalty Napoli. Juan ZuA±iga draws a foul in the penalty area.","Penalty conceded",NA,"Home","Napoli","Internazionale",NA,NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"YwTMNvMC/","YwTMNvMC18",18,19,"Oliver Sorg (SC Freiburg) wins a free kick on the left wing.","Free kick won",NA,"Away","SC Freiburg","Hamburg SV","oliver sorg",NA,NA,NA,NA,NA,0,"Left wing",NA,"None",NA,0
"QkMIUrs8/","QkMIUrs891",91,73,"Anthony Mounier (Bologna) is shown the yellow card for a bad foul.","Yellow card",NA,"Away","Bologna","Genoa","anthony mounier",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"CCL7CVQl/","CCL7CVQl59",59,55,"Andrea Poli (Milan) wins a free kick in the defensive half.","Free kick won",NA,"Home","AC Milan","Cagliari","andrea poli",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"rZ0Z2RSL/","rZ0Z2RSL85",85,59,"Attempt saved. Lazaros Christodoulopoulos (Bologna) right footed shot from outside the box is saved in the centre of the goal. Assisted by Alessandro Diamanti.","Attempt","Key Pass","Home","Bologna","Genoa","lazaros christodoulopoulos","alessandro diamanti",NA,NA,"Centre of the goal","On target",0,"Outside the box","right foot","Pass","Open play",0
"U9zg15io/","U9zg15io126",126,85,"Dominic Maroh (FC Nurnberg) wins a free kick in the defensive half.","Free kick won",NA,"Away","Nurnberg","FC Augsburg","dominic maroh",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"ji48vZSM/","ji48vZSM33",33,41,"Attempt missed. Carlos Bacca (Milan) header from the centre of the box is close, but misses to the right. Assisted by Luca Antonelli with a cross.","Attempt","Key Pass","Home","AC Milan","Torino","carlos bacca","luca antonelli",NA,NA,"Misses to the right","Off target",0,"Centre of the box","head","Cross","Open play",0
"zZVwLEfl/","zZVwLEfl47",47,43,"Benjamin Nivet (Caen) wins a free kick in the attacking half.","Free kick won",NA,"Away","Caen","AJ Auxerre","benjamin nivet",NA,NA,NA,NA,NA,0,"Attacking half",NA,"None",NA,0
"StTZe42i/","StTZe42i44",44,66,"Corner,  FC Sevilla. Conceded by David Navarro.","Corner",NA,"Home","Sevilla","Levante","david navarro","david navarro",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"ldlPMyfd/","ldlPMyfd92",92,78,"Goal!  Bologna 3, Genoa 2. CristA³bal Jorquera (Genoa) right footed shot from the right side of the box to the bottom right corner. Assisted by Rodrigo Palacio following a fast break.","Attempt","Key Pass","Away","Genoa","Bologna","cristobal jorquera","rodrigo palacio",NA,NA,"Bottom right corner","On target",1,"Right side of the box","right foot","Pass","Open play",1
"2T8ijt2F/","2T8ijt2F30",30,40,"Foul by JA©rA©my Perbet (Villarreal).","Foul",NA,"Away","Villarreal","Atletico Madrid","jeremy perbet",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"08QSlM6B/","08QSlM6B45",45,43,"Substitution, Sampdoria. Vasco Regini replaces Daniele Gastaldello because of an injury.","Substitution",NA,"Away","Sampdoria","Internazionale",NA,NA,"vasco regini","daniele gastaldello",NA,NA,0,NA,NA,"None",NA,0
"fwF153YA/","fwF153YA34",34,43,"Franco Brienza (Siena) wins a free kick in the defensive half.","Free kick won",NA,"Home","Siena","Bologna","franco brienza",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"EeS7SyA1/","EeS7SyA139",39,39,"Foul by Pablo Hernandez (Celta de Vigo).","Foul",NA,"Away","Celta Vigo","Real Sociedad","pablo hernandez",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"I1tYroQo/","I1tYroQo77",77,66,"Foul by Nolan Roux (Lille).","Foul",NA,"Home","Lille","Nantes","nolan roux",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"ttRxoZUT/","ttRxoZUT13",13,13,"Corner,  Getafe. Conceded by Aymeric Laporte.","Corner",NA,"Home","Getafe","Athletic Bilbao","aymeric laporte","aymeric laporte",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"nsYlu3PA/","nsYlu3PA40",40,44,"Foul by Antoine Conte (Reims).","Foul",NA,"Home","Stade de Reims","Toulouse","antoine conte",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"z7LvQtzt/","z7LvQtzt19",19,16,"Cedric Varrault (Dijon) wins a free kick in the defensive half.","Free kick won",NA,"Away","Dijon FCO","Stade Rennes","cedric varrault",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"QeRLXRmh/","QeRLXRmh24",24,23,"Jose Fonte (Southampton) wins a free kick in the defensive half.","Free kick won",NA,"Home","Southampton","Everton","jose fonte",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"j76kIYbU/","j76kIYbU42",42,36,"Corentin Jean (Troyes) wins a free kick on the right wing.","Free kick won",NA,"Home","Troyes","Bordeaux","corentin jean",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
"UPBZMngB/","UPBZMngB18",18,20,"Foul by Romain Hamouma (St Etienne).","Foul",NA,"Home","St Etienne","Lyon","romain hamouma",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
